,bottle,producer,color,shape,age,weight,simple_surface,color_shape
2885,2885,Romeo,green,premium,51,,310.3164,green_premium
2886,2886,Pietro,green,onion,35,,352.4139,green_onion
2887,2887,Monica,green,onion,53,,349.68919999999997,green_onion
2888,2888,Romeo,blue,artistic,51,,220.5345,blue_artistic
2889,2889,Romeo,blue,premium,12,,312.3954,blue_premium
2890,2890,Romeo,green,premium,39,,279.643,green_premium
2891,2891,Pietro,green,long,49,,325.2372,green_long
2892,2892,Pietro,blue,long,28,,333.8644,blue_long
2893,2893,Romeo,green,artistic,51,,327.7404,green_artistic
2894,2894,Monica,green,onion,10,,301.56179999999995,green_onion
2895,2895,Monica,green,artistic,2,,351.2376,green_artistic
2896,2896,Monica,green,long,44,,474.44479999999993,green_long
2897,2897,Romeo,yellow,premium,22,,312.5403,yellow_premium
2898,2898,Pietro,green,long,49,,302.565,green_long
2899,2899,Pietro,blue,long,0,,351.6393,blue_long
2900,2900,Romeo,blue,premium,0,,311.5665,blue_premium
2901,2901,Pietro,green,long,8,,376.4765,green_long
2902,2902,Romeo,blue,premium,50,,301.158,blue_premium
2903,2903,Pietro,yellow,long,19,,388.85940000000005,yellow_long
2904,2904,Monica,green,artistic,38,,209.1759,green_artistic
2905,2905,Monica,yellow,onion,21,,331.3775,yellow_onion
2906,2906,Monica,blue,artistic,12,,244.8207,blue_artistic
2907,2907,Pietro,yellow,long,35,,358.776,yellow_long
2908,2908,Monica,green,premium,25,,316.96000000000004,green_premium
2909,2909,Pietro,green,long,6,,384.41640000000007,green_long
2910,2910,Monica,green,long,34,,343.6145,green_long
2911,2911,Pietro,green,onion,2,,253.59720000000002,green_onion
2912,2912,Monica,blue,long,37,,404.23139999999995,blue_long
2913,2913,Pietro,green,long,57,,340.7219,green_long
2914,2914,Pietro,green,long,23,,429.45,green_long
2915,2915,Monica,green,artistic,4,,264.30039999999997,green_artistic
2916,2916,Pietro,green,long,47,,390.9816,green_long
2917,2917,Monica,green,artistic,35,,277.85519999999997,green_artistic
2918,2918,Monica,green,onion,45,,273.7176,green_onion
2919,2919,Pietro,yellow,long,4,,337.5748,yellow_long
2920,2920,Romeo,green,premium,35,,291.6675,green_premium
2921,2921,Monica,blue,onion,30,,269.5664,blue_onion
2922,2922,Pietro,blue,long,31,,229.34940000000003,blue_long
2923,2923,Pietro,blue,long,56,,334.3254,blue_long
2924,2924,Pietro,green,long,54,,399.4893,green_long
2925,2925,Pietro,green,long,58,,330.52750000000003,green_long
2926,2926,Pietro,blue,long,7,,281.6121,blue_long
2927,2927,Pietro,green,long,22,,317.329,green_long
2928,2928,Romeo,blue,premium,50,,321.4728,blue_premium
2929,2929,Pietro,green,long,5,,430.40400000000005,green_long
2930,2930,Monica,blue,long,40,,345.3939,blue_long
2931,2931,Pietro,green,long,41,,323.9091,green_long
2932,2932,Romeo,green,premium,17,,320.3556,green_premium
2933,2933,Romeo,yellow,premium,23,,311.52439999999996,yellow_premium
2934,2934,Romeo,green,premium,56,,304.5,green_premium
2935,2935,Romeo,green,long,27,,328.912,green_long
2936,2936,Romeo,green,premium,30,,314.6196,green_premium
2937,2937,Romeo,green,premium,17,,289.9836,green_premium
2938,2938,Romeo,yellow,long,54,,400.69800000000004,yellow_long
2939,2939,Monica,green,onion,50,4.325,244.92239999999998,green_onion
2940,2940,Romeo,green,long,44,,420.6878,green_long
2941,2941,Romeo,green,long,43,,349.8555,green_long
2942,2942,Pietro,blue,long,56,,373.6928,blue_long
2943,2943,Romeo,green,premium,40,,285.6144,green_premium
2944,2944,Pietro,green,long,47,,348.0999,green_long
2945,2945,Pietro,yellow,onion,1,,307.4586,yellow_onion
2946,2946,Pietro,blue,long,0,,422.1021,blue_long
2947,2947,Monica,green,premium,9,,298.00600000000003,green_premium
2948,2948,Pietro,green,long,33,,299.4312,green_long
2949,2949,Pietro,green,long,53,,311.282,green_long
2950,2950,Romeo,blue,premium,7,,303.17760000000004,blue_premium
2951,2951,Romeo,green,premium,21,,311.3257,green_premium
2952,2952,Monica,green,long,40,,308.7985,green_long
2953,2953,Pietro,green,onion,41,,352.0662,green_onion
2954,2954,Monica,green,artistic,36,,305.967,green_artistic
2955,2955,Monica,yellow,onion,52,,303.8622,yellow_onion
2956,2956,Monica,green,premium,29,,324.45349999999996,green_premium
2957,2957,Pietro,green,long,20,,348.4488,green_long
2958,2958,Pietro,green,long,11,,378.64119999999997,green_long
2959,2959,Romeo,green,premium,38,,317.1248,green_premium
2960,2960,Pietro,blue,long,16,,281.4064,blue_long
2961,2961,Romeo,green,artistic,27,,164.171,green_artistic
2962,2962,Romeo,blue,onion,46,,341.3396,blue_onion
2963,2963,Pietro,yellow,onion,31,,333.94399999999996,yellow_onion
2964,2964,Romeo,green,long,41,,379.222,green_long
2965,2965,Pietro,blue,long,53,,405.64919999999995,blue_long
2966,2966,Pietro,green,long,52,,371.9581,green_long
2967,2967,Romeo,green,artistic,4,,137.802,green_artistic
2968,2968,Monica,blue,artistic,58,,370.5439,blue_artistic
2969,2969,Pietro,green,long,58,,352.248,green_long
2970,2970,Monica,yellow,onion,25,,261.132,yellow_onion
2971,2971,Romeo,yellow,premium,27,,292.138,yellow_premium
2972,2972,Pietro,green,long,44,,325.88950000000006,green_long
2973,2973,Romeo,green,premium,37,,293.2179,green_premium
2974,2974,Pietro,green,long,16,,358.9888,green_long
2975,2975,Monica,green,artistic,56,,204.84799999999998,green_artistic
2976,2976,Pietro,green,onion,46,,282.37440000000004,green_onion
2977,2977,Monica,blue,onion,52,,264.42850000000004,blue_onion
2978,2978,Pietro,green,long,9,,340.7481,green_long
2979,2979,Pietro,yellow,long,22,,402.476,yellow_long
2980,2980,Monica,green,long,18,,389.4236,green_long
2981,2981,Monica,green,premium,45,,320.3955,green_premium
2982,2982,Monica,blue,artistic,0,,143.5735,blue_artistic
2983,2983,Monica,green,onion,9,,351.8523,green_onion
2984,2984,Monica,blue,artistic,10,,487.05,blue_artistic
2985,2985,Pietro,green,long,49,3.53,343.8706,green_long
2986,2986,Pietro,green,long,15,,307.66400000000004,green_long
2987,2987,Romeo,green,premium,19,,313.78049999999996,green_premium
2988,2988,Romeo,blue,artistic,45,,337.33,blue_artistic
2989,2989,Monica,yellow,long,51,,315.5292,yellow_long
2990,2990,Pietro,green,long,47,,447.4042,green_long
2991,2991,Pietro,green,long,38,,343.395,green_long
2992,2992,Monica,green,artistic,53,,144.7394,green_artistic
2993,2993,Monica,blue,artistic,40,,340.37850000000003,blue_artistic
2994,2994,Monica,green,artistic,13,,188.0748,green_artistic
2995,2995,Romeo,green,premium,57,,302.1389,green_premium
2996,2996,Pietro,green,premium,25,,290.30129999999997,green_premium
2997,2997,Romeo,green,long,50,,374.7882,green_long
2998,2998,Monica,green,premium,23,,299.1196,green_premium
2999,2999,Pietro,blue,premium,53,,297.23400000000004,blue_premium
3000,3000,Pietro,yellow,long,42,,359.216,yellow_long
3001,3001,Pietro,green,long,46,,454.65840000000003,green_long
3002,3002,Romeo,green,premium,28,,303.7811,green_premium
3003,3003,Monica,green,onion,21,,345.1323,green_onion
3004,3004,Pietro,yellow,long,18,,319.9014,yellow_long
3005,3005,Pietro,green,long,34,,441.4409999999999,green_long
3006,3006,Monica,green,artistic,10,,355.355,green_artistic
3007,3007,Pietro,blue,long,59,,378.33470000000005,blue_long
3008,3008,Romeo,green,premium,56,,333.22450000000003,green_premium
3009,3009,Pietro,green,long,32,,313.42220000000003,green_long
3010,3010,Pietro,green,long,0,,343.73159999999996,green_long
3011,3011,Pietro,green,long,44,,382.5906,green_long
3012,3012,Pietro,yellow,long,23,3.7299999999999995,394.49760000000003,yellow_long
3013,3013,Pietro,green,onion,56,,335.45399999999995,green_onion
3014,3014,Monica,green,premium,22,,319.4436,green_premium
3015,3015,Pietro,green,long,44,,460.36499999999995,green_long
3016,3016,Romeo,green,long,55,,382.25880000000006,green_long
3017,3017,Pietro,green,long,37,,271.00919999999996,green_long
3018,3018,Monica,blue,onion,2,,224.365,blue_onion
3019,3019,Pietro,yellow,long,22,,372.9567,yellow_long
3020,3020,Pietro,green,long,52,,363.2076,green_long
3021,3021,Pietro,blue,long,37,,358.67580000000004,blue_long
3022,3022,Monica,blue,long,10,,446.7152,blue_long
3023,3023,Monica,green,premium,49,,322.44449999999995,green_premium
3024,3024,Romeo,blue,premium,47,,303.02750000000003,blue_premium
3025,3025,Pietro,green,long,13,,333.502,green_long
3026,3026,Pietro,green,premium,0,,296.07129999999995,green_premium
3027,3027,Romeo,blue,long,12,,358.6316,blue_long
3028,3028,Monica,blue,premium,45,,331.224,blue_premium
3029,3029,Monica,green,artistic,51,,318.8775,green_artistic
3030,3030,Pietro,green,long,51,,330.41249999999997,green_long
3031,3031,Romeo,green,premium,52,,293.48999999999995,green_premium
3032,3032,Monica,green,onion,29,,318.58,green_onion
3033,3033,Romeo,green,premium,34,,319.8426,green_premium
3034,3034,Pietro,blue,long,7,,387.0,blue_long
3035,3035,Monica,green,onion,48,,268.716,green_onion
3036,3036,Romeo,blue,premium,15,,292.24709999999993,blue_premium
3037,3037,Pietro,yellow,onion,8,,303.86980000000005,yellow_onion
3038,3038,Pietro,green,long,15,,307.0972,green_long
3039,3039,Romeo,yellow,premium,51,,293.4101,yellow_premium
3040,3040,Monica,green,artistic,20,,96.43350000000001,green_artistic
3041,3041,Pietro,green,onion,59,,362.2815,green_onion
3042,3042,Pietro,green,long,58,,376.19960000000003,green_long
3043,3043,Pietro,green,long,37,,397.79879999999997,green_long
3044,3044,Monica,green,premium,9,,301.53000000000003,green_premium
3045,3045,Romeo,yellow,premium,18,,315.168,yellow_premium
3046,3046,Pietro,green,long,36,,301.8108,green_long
3047,3047,Pietro,green,long,36,,415.50460000000004,green_long
3048,3048,Pietro,green,long,33,,422.94780000000003,green_long
3049,3049,Monica,green,artistic,37,,411.93409999999994,green_artistic
3050,3050,Pietro,green,long,48,,368.9704,green_long
3051,3051,Monica,green,onion,33,,312.3252,green_onion
3052,3052,Pietro,green,long,28,,379.5064,green_long
3053,3053,Pietro,green,long,57,,240.4612,green_long
3054,3054,Monica,green,long,43,,393.452,green_long
3055,3055,Pietro,green,premium,5,,297.7065,green_premium
3056,3056,Romeo,green,long,27,,336.4431,green_long
3057,3057,Monica,green,long,27,,361.47520000000003,green_long
3058,3058,Monica,blue,long,59,,352.22,blue_long
3059,3059,Pietro,blue,long,51,,441.4858,blue_long
3060,3060,Pietro,green,long,56,,374.906,green_long
3061,3061,Monica,green,artistic,23,,366.452,green_artistic
3062,3062,Romeo,blue,long,58,,377.1386,blue_long
3063,3063,Pietro,yellow,long,17,,378.06719999999996,yellow_long
3064,3064,Monica,green,artistic,2,,198.30239999999998,green_artistic
3065,3065,Monica,green,premium,13,,308.7119,green_premium
3066,3066,Pietro,green,long,8,,355.0032,green_long
3067,3067,Romeo,blue,artistic,4,,181.14479999999998,blue_artistic
3068,3068,Monica,green,onion,48,,357.37910000000005,green_onion
3069,3069,Pietro,green,onion,49,,258.5725,green_onion
3070,3070,Pietro,blue,long,22,,475.15,blue_long
3071,3071,Pietro,blue,long,6,,345.3156,blue_long
3072,3072,Monica,green,artistic,30,,309.285,green_artistic
3073,3073,Pietro,green,long,30,,258.24240000000003,green_long
3074,3074,Monica,green,onion,23,,284.61600000000004,green_onion
3075,3075,Monica,green,long,50,,294.94259999999997,green_long
3076,3076,Romeo,green,long,2,,288.0878,green_long
3077,3077,Romeo,green,premium,37,,302.71520000000004,green_premium
3078,3078,Monica,green,onion,57,,308.34430000000003,green_onion
3079,3079,Romeo,yellow,premium,16,,318.00809999999996,yellow_premium
3080,3080,Romeo,green,premium,0,,313.1733,green_premium
3081,3081,Romeo,yellow,premium,37,,314.7676,yellow_premium
3082,3082,Monica,green,premium,4,,323.1064,green_premium
3083,3083,Pietro,green,long,1,,417.10560000000004,green_long
3084,3084,Romeo,green,long,13,,336.9582,green_long
3085,3085,Pietro,green,long,6,,267.2569,green_long
3086,3086,Pietro,green,long,8,,349.137,green_long
3087,3087,Pietro,green,premium,10,,295.79200000000003,green_premium
3088,3088,Pietro,blue,long,7,,315.262,blue_long
3089,3089,Pietro,blue,onion,3,,351.64799999999997,blue_onion
3090,3090,Romeo,green,long,58,,377.31260000000003,green_long
3091,3091,Pietro,green,long,51,,285.217,green_long
3092,3092,Pietro,green,long,37,,272.59319999999997,green_long
3093,3093,Romeo,blue,premium,38,,294.3,blue_premium
3094,3094,Pietro,blue,onion,36,,242.80399999999997,blue_onion
3095,3095,Pietro,green,onion,26,,332.91360000000003,green_onion
3096,3096,Romeo,green,artistic,9,,133.40580000000003,green_artistic
3097,3097,Romeo,blue,premium,39,,285.59999999999997,blue_premium
3098,3098,Romeo,green,premium,8,,320.7168,green_premium
3099,3099,Pietro,green,long,2,,441.55690000000004,green_long
3100,3100,Monica,green,artistic,49,,66.4484,green_artistic
3101,3101,Romeo,green,premium,49,,291.125,green_premium
3102,3102,Monica,green,premium,10,,318.5714,green_premium
3103,3103,Romeo,green,premium,56,,317.709,green_premium
3104,3104,Romeo,green,long,37,,323.8344,green_long
3105,3105,Monica,green,onion,19,,267.19550000000004,green_onion
3106,3106,Pietro,yellow,long,4,,300.29799999999994,yellow_long
3107,3107,Romeo,blue,premium,33,,288.66600000000005,blue_premium
3108,3108,Pietro,green,long,8,,320.7842,green_long
3109,3109,Monica,yellow,premium,53,,300.9199,yellow_premium
3110,3110,Pietro,green,onion,58,,339.1488,green_onion
3111,3111,Monica,green,onion,11,,415.3911,green_onion
3112,3112,Monica,green,artistic,17,,267.6093,green_artistic
3113,3113,Romeo,green,premium,26,,287.58450000000005,green_premium
3114,3114,Romeo,green,premium,2,,308.47950000000003,green_premium
3115,3115,Pietro,yellow,long,22,,380.99699999999996,yellow_long
3116,3116,Monica,green,premium,17,,319.44640000000004,green_premium
3117,3117,Monica,green,premium,38,,289.248,green_premium
3118,3118,Romeo,green,artistic,30,,214.07750000000001,green_artistic
3119,3119,Monica,green,long,34,,388.64000000000004,green_long
3120,3120,Pietro,blue,long,11,,356.17080000000004,blue_long
3121,3121,Romeo,green,premium,32,,293.8136,green_premium
3122,3122,Romeo,green,premium,40,,337.806,green_premium
3123,3123,Pietro,blue,long,58,,372.9,blue_long
3124,3124,Pietro,green,onion,43,,306.8868,green_onion
3125,3125,Pietro,blue,long,54,,247.8546,blue_long
3126,3126,Pietro,green,long,5,,214.1784,green_long
3127,3127,Pietro,green,long,55,,281.3782,green_long
3128,3128,Romeo,green,onion,37,,278.1234,green_onion
3129,3129,Monica,blue,artistic,27,,200.16,blue_artistic
3130,3130,Pietro,green,long,20,,331.5256,green_long
3131,3131,Romeo,green,onion,40,,229.0946,green_onion
3132,3132,Romeo,yellow,premium,20,,319.8236,yellow_premium
3133,3133,Romeo,green,artistic,9,,302.4078,green_artistic
3134,3134,Pietro,green,long,26,,371.518,green_long
3135,3135,Romeo,green,premium,13,,302.5233,green_premium
3136,3136,Pietro,blue,long,44,,392.7694000000001,blue_long
3137,3137,Romeo,green,premium,59,,315.4095,green_premium
3138,3138,Romeo,green,artistic,30,,138.9885,green_artistic
3139,3139,Romeo,green,long,41,,440.531,green_long
3140,3140,Pietro,green,long,57,,303.9388,green_long
3141,3141,Romeo,green,premium,3,,310.13779999999997,green_premium
3142,3142,Pietro,blue,long,17,,339.5278,blue_long
3143,3143,Monica,green,onion,25,,316.7387,green_onion
3144,3144,Monica,green,premium,26,,311.9641,green_premium
3145,3145,Pietro,green,long,8,,372.9096,green_long
3146,3146,Pietro,green,long,58,,290.639,green_long
3147,3147,Pietro,green,onion,37,,357.881,green_onion
3148,3148,Pietro,green,long,52,,325.829,green_long
3149,3149,Romeo,green,premium,39,,299.05170000000004,green_premium
3150,3150,Pietro,green,onion,35,,290.35909999999996,green_onion
3151,3151,Romeo,green,long,0,,411.37800000000004,green_long
3152,3152,Pietro,green,long,55,,321.354,green_long
3153,3153,Pietro,yellow,long,5,,350.746,yellow_long
3154,3154,Pietro,blue,long,28,,399.8619,blue_long
3155,3155,Romeo,blue,premium,18,,324.7062,blue_premium
3156,3156,Romeo,yellow,premium,22,,301.0648,yellow_premium
3157,3157,Monica,yellow,artistic,21,,133.5712,yellow_artistic
3158,3158,Romeo,yellow,long,16,,365.7414,yellow_long
3159,3159,Pietro,blue,long,13,,300.609,blue_long
3160,3160,Pietro,green,premium,9,,307.3785,green_premium
3161,3161,Pietro,green,long,39,,294.93,green_long
3162,3162,Pietro,green,long,38,,404.81300000000005,green_long
3163,3163,Romeo,green,premium,21,,316.4944,green_premium
3164,3164,Pietro,green,long,27,,358.88660000000004,green_long
3165,3165,Monica,green,artistic,17,,199.97700000000003,green_artistic
3166,3166,Monica,blue,artistic,28,,208.215,blue_artistic
3167,3167,Monica,green,artistic,18,,270.513,green_artistic
3168,3168,Monica,green,onion,58,,297.3556,green_onion
3169,3169,Pietro,blue,long,4,,341.2544,blue_long
3170,3170,Pietro,green,long,20,,337.79970000000003,green_long
3171,3171,Pietro,blue,long,40,,405.79980000000006,blue_long
3172,3172,Pietro,green,onion,52,,286.23,green_onion
3173,3173,Monica,green,long,4,,367.5763,green_long
3174,3174,Monica,green,onion,23,,409.32259999999997,green_onion
3175,3175,Pietro,green,long,55,,336.82,green_long
3176,3176,Romeo,green,premium,27,,313.1709,green_premium
3177,3177,Pietro,blue,onion,21,,317.4,blue_onion
3178,3178,Monica,blue,onion,4,,307.22779999999995,blue_onion
3179,3179,Romeo,green,artistic,4,,391.87190000000004,green_artistic
3180,3180,Monica,blue,artistic,34,,149.2285,blue_artistic
3181,3181,Romeo,yellow,long,31,,279.1206,yellow_long
3182,3182,Romeo,yellow,premium,14,,323.5232,yellow_premium
3183,3183,Romeo,green,premium,32,,296.496,green_premium
3184,3184,Romeo,green,premium,10,,300.38079999999997,green_premium
3185,3185,Monica,green,long,5,,367.03,green_long
3186,3186,Pietro,green,long,25,,388.68749999999994,green_long
3187,3187,Romeo,green,premium,48,,304.1975,green_premium
3188,3188,Romeo,green,premium,27,,324.9882,green_premium
3189,3189,Romeo,green,premium,23,,304.9515,green_premium
3190,3190,Monica,green,premium,38,,302.6982,green_premium
3191,3191,Monica,green,artistic,21,,101.1295,green_artistic
3192,3192,Romeo,green,premium,21,,317.83879999999994,green_premium
3193,3193,Romeo,green,long,13,,349.3979,green_long
3194,3194,Monica,green,onion,51,,258.1432,green_onion
3195,3195,Monica,green,artistic,10,,151.68599999999998,green_artistic
3196,3196,Monica,green,premium,48,,295.79200000000003,green_premium
3197,3197,Pietro,blue,long,11,,369.344,blue_long
3198,3198,Pietro,green,long,13,,347.0332,green_long
3199,3199,Pietro,green,onion,56,,359.2485,green_onion
