,bottle,producer,color,shape,width,height,age
3472,3472,Monica,green,premium,14.06,22.66,50
3473,3473,Romeo,green,long,12.0,24.56,37
3474,3474,Pietro,green,onion,20.29,16.07,5
3475,3475,Romeo,blue,long,12.39,29.91,32
3476,3476,Pietro,blue,premium,15.06,21.85,14
3477,3477,Pietro,green,long,12.67,25.9,41
3478,3478,Romeo,green,long,12.48,30.35,36
3479,3479,Pietro,green,long,11.05,33.0,41
3480,3480,Monica,green,artistic,16.05,25.79,20
3481,3481,Pietro,green,long,12.4,30.5,54
3482,3482,Monica,green,artistic,7.99,24.62,48
3483,3483,Monica,blue,premium,13.98,21.83,37
3484,3484,Romeo,green,premium,14.42,21.46,56
3485,3485,Romeo,green,long,12.74,30.17,45
3486,3486,Pietro,blue,long,10.89,33.12,30
3487,3487,Pietro,blue,long,10.74,26.89,48
3488,3488,Romeo,green,artistic,15.92,12.66,34
3489,3489,Pietro,green,long,13.77,32.56,28
3490,3490,Monica,green,artistic,12.62,11.89,4
3491,3491,Monica,yellow,onion,19.31,15.13,44
3492,3492,Pietro,green,long,11.49,28.91,19
3493,3493,Pietro,green,long,11.28,35.02,12
3494,3494,Pietro,green,long,9.8,32.58,12
3495,3495,Romeo,green,onion,20.7,13.74,21
3496,3496,Monica,blue,onion,21.37,13.5,57
3497,3497,Pietro,green,long,12.33,26.71,10
3498,3498,Romeo,green,long,12.97,32.05,41
3499,3499,Pietro,green,long,13.27,31.97,35
3500,3500,Monica,green,onion,18.81,20.31,54
3501,3501,Monica,green,onion,19.86,14.46,38
3502,3502,Pietro,yellow,long,11.8,29.33,56
3503,3503,Romeo,green,premium,14.0,22.22,46
3504,3504,Romeo,green,premium,14.02,22.48,29
3505,3505,Pietro,green,long,11.56,29.7,25
3506,3506,Pietro,green,long,12.47,29.03,53
3507,3507,Pietro,blue,long,11.32,31.24,12
3508,3508,Pietro,green,long,11.46,29.22,30
3509,3509,Monica,green,artistic,9.44,26.07,1
3510,3510,Pietro,green,long,9.93,36.37,16
3511,3511,Romeo,green,premium,14.25,21.72,5
3512,3512,Pietro,blue,long,10.51,27.45,18
3513,3513,Monica,green,artistic,12.71,13.03,44
3514,3514,Pietro,blue,long,10.88,26.62,48
3515,3515,Pietro,green,onion,19.69,15.8,26
3516,3516,Romeo,green,premium,13.73,22.08,56
3517,3517,Romeo,green,premium,12.92,21.99,32
3518,3518,Monica,green,premium,14.03,21.55,59
3519,3519,Monica,green,premium,13.59,21.98,1
3520,3520,Romeo,yellow,premium,14.52,21.91,0
3521,3521,Romeo,green,premium,13.96,21.85,55
3522,3522,Pietro,green,onion,22.79,14.27,28
3523,3523,Pietro,blue,long,11.87,30.87,29
3524,3524,Pietro,green,long,12.06,32.65,39
3525,3525,Monica,green,artistic,10.45,21.79,3
3526,3526,Monica,green,onion,16.69,16.43,33
3527,3527,Monica,blue,onion,19.83,15.63,54
3528,3528,Romeo,green,long,12.69,28.6,57
3529,3529,Pietro,green,long,11.51,28.48,21
3530,3530,Pietro,green,long,11.88,32.88,2
3531,3531,Romeo,yellow,premium,13.71,22.3,50
3532,3532,Monica,green,long,12.05,29.27,26
3533,3533,Monica,green,premium,13.93,21.69,55
3534,3534,Pietro,green,long,10.67,27.67,25
3535,3535,Romeo,green,premium,14.31,22.64,42
3536,3536,Pietro,green,long,12.23,24.19,47
3537,3537,Pietro,green,long,9.98,26.63,13
3538,3538,Pietro,green,long,11.49,31.0,29
3539,3539,Pietro,blue,long,11.88,25.63,28
3540,3540,Monica,yellow,long,10.31,34.85,44
3541,3541,Pietro,green,long,11.36,30.55,25
3542,3542,Pietro,green,long,11.76,29.87,41
3543,3543,Monica,green,artistic,9.39,22.33,39
3544,3544,Pietro,green,long,12.35,28.19,13
3545,3545,Pietro,green,long,13.71,25.27,58
3546,3546,Pietro,green,long,11.41,31.05,37
3547,3547,Pietro,blue,premium,13.85,22.14,55
3548,3548,Pietro,green,long,12.16,23.19,34
3549,3549,Pietro,green,long,11.99,30.42,43
3550,3550,Romeo,blue,premium,13.55,21.92,35
3551,3551,Pietro,blue,long,11.86,24.68,7
3552,3552,Romeo,blue,long,11.53,30.57,32
3553,3553,Romeo,yellow,premium,13.29,21.78,25
3554,3554,Romeo,green,premium,14.1,21.38,34
3555,3555,Pietro,green,long,12.09,34.04,48
3556,3556,Pietro,green,long,9.08,31.18,11
3557,3557,Pietro,green,long,10.08,33.81,25
3558,3558,Pietro,green,long,11.92,25.11,13
3559,3559,Pietro,green,long,11.41,30.75,34
3560,3560,Monica,green,onion,22.92,10.26,0
3561,3561,Pietro,green,long,10.35,26.02,54
3562,3562,Pietro,blue,long,13.13,29.26,19
3563,3563,Monica,blue,long,11.94,33.54,35
3564,3564,Pietro,yellow,long,14.07,27.33,31
3565,3565,Romeo,green,long,11.98,31.74,36
3566,3566,Pietro,green,long,11.44,29.44,25
3567,3567,Monica,blue,artistic,11.76,16.37,36
3568,3568,Romeo,yellow,premium,14.45,22.37,24
3569,3569,Pietro,blue,long,10.69,28.97,24
3570,3570,Pietro,green,long,13.89,31.55,12
3571,3571,Pietro,green,long,13.66,28.55,55
3572,3572,Pietro,green,premium,13.49,22.44,59
3573,3573,Pietro,green,long,10.96,30.84,10
3574,3574,Romeo,blue,long,10.76,26.67,56
3575,3575,Pietro,green,long,12.31,32.33,28
3576,3576,Romeo,green,premium,13.82,22.97,15
3577,3577,Pietro,green,long,11.77,29.66,19
3578,3578,Monica,green,premium,13.09,22.25,49
3579,3579,Romeo,blue,artistic,15.63,20.43,50
3580,3580,Monica,green,artistic,12.83,21.51,23
3581,3581,Monica,green,onion,22.07,11.28,30
3582,3582,Romeo,yellow,artistic,15.75,17.69,54
3583,3583,Romeo,blue,premium,13.71,22.13,51
3584,3584,Monica,green,premium,14.58,22.02,1
3585,3585,Pietro,blue,long,13.02,30.71,53
3586,3586,Romeo,blue,premium,14.58,22.71,17
3587,3587,Romeo,green,artistic,15.27,15.19,47
3588,3588,Monica,green,premium,13.88,21.7,33
3589,3589,Monica,green,long,11.96,31.18,10
3590,3590,Pietro,green,long,11.22,35.08,9
3591,3591,Pietro,green,long,11.42,34.51,31
3592,3592,Monica,blue,artistic,11.47,19.29,43
3593,3593,Pietro,green,onion,20.73,18.46,49
3594,3594,Pietro,green,long,13.76,27.63,22
3595,3595,Pietro,green,long,12.3,31.64,4
3596,3596,Monica,green,onion,20.86,14.75,15
3597,3597,Pietro,green,long,11.7,28.44,4
3598,3598,Romeo,green,premium,14.88,22.44,4
3599,3599,Pietro,green,onion,23.3,14.52,41
3600,3600,Pietro,green,long,10.77,29.14,29
3601,3601,Pietro,green,long,10.58,30.86,49
3602,3602,Pietro,green,long,12.13,30.75,55
3603,3603,Romeo,blue,premium,14.14,22.54,17
3604,3604,Pietro,yellow,long,14.48,25.64,3
3605,3605,Pietro,yellow,long,10.57,28.23,23
3606,3606,Monica,green,artistic,15.02,25.91,13
3607,3607,Monica,green,long,13.34,29.26,51
3608,3608,Monica,blue,premium,14.55,22.63,48
3609,3609,Pietro,blue,onion,20.15,11.83,12
3610,3610,Monica,blue,artistic,20.7,17.79,51
3611,3611,Pietro,green,onion,21.61,12.34,20
3612,3612,Romeo,green,artistic,15.28,21.55,17
3613,3613,Pietro,green,long,11.37,28.25,47
3614,3614,Pietro,green,long,11.49,27.74,47
3615,3615,Monica,green,onion,17.56,14.59,44
3616,3616,Monica,green,artistic,15.72,14.37,16
3617,3617,Monica,green,onion,21.13,14.28,54
3618,3618,Romeo,green,premium,13.75,21.67,24
3619,3619,Romeo,yellow,artistic,16.36,19.08,27
3620,3620,Pietro,green,long,12.04,31.6,16
3621,3621,Pietro,blue,onion,23.65,12.12,20
3622,3622,Romeo,green,premium,13.46,21.9,35
3623,3623,Pietro,green,onion,18.42,16.97,49
3624,3624,Pietro,yellow,long,12.11,25.84,8
3625,3625,Monica,green,long,12.62,27.18,50
3626,3626,Pietro,green,long,12.08,32.82,33
3627,3627,Monica,green,premium,14.68,22.69,15
3628,3628,Pietro,green,long,13.62,28.92,49
3629,3629,Pietro,green,onion,21.69,14.76,32
3630,3630,Pietro,green,long,14.06,30.84,12
3631,3631,Monica,green,artistic,9.67,16.11,33
3632,3632,Pietro,yellow,long,12.38,30.35,8
3633,3633,Pietro,green,long,11.22,30.13,47
3634,3634,Monica,yellow,artistic,10.7,16.18,43
3635,3635,Pietro,green,long,13.12,27.09,42
3636,3636,Monica,green,onion,19.33,18.2,13
3637,3637,Pietro,yellow,onion,17.42,17.67,42
3638,3638,Monica,green,premium,13.84,22.53,38
3639,3639,Pietro,green,long,11.07,30.41,16
3640,3640,Monica,green,premium,14.01,21.48,7
3641,3641,Monica,green,onion,16.06,11.96,28
3642,3642,Pietro,blue,long,11.3,30.34,37
3643,3643,Pietro,blue,long,11.9,26.83,47
3644,3644,Monica,green,artistic,12.71,17.32,52
3645,3645,Pietro,green,long,13.18,31.5,40
3646,3646,Pietro,green,long,11.92,28.41,20
3647,3647,Pietro,green,long,12.76,30.1,15
3648,3648,Pietro,green,long,11.19,30.51,20
3649,3649,Monica,green,artistic,11.09,19.8,56
3650,3650,Pietro,green,long,12.21,25.58,44
3651,3651,Pietro,green,long,13.62,30.56,23
3652,3652,Romeo,yellow,long,11.65,32.13,42
3653,3653,Monica,blue,artistic,7.49,24.54,3
3654,3654,Romeo,green,artistic,10.8,21.83,5
3655,3655,Pietro,blue,long,10.96,31.57,31
3656,3656,Pietro,green,long,12.42,32.47,24
3657,3657,Romeo,yellow,long,11.51,37.84,48
3658,3658,Pietro,blue,onion,18.74,18.05,51
3659,3659,Monica,green,long,12.01,29.9,36
3660,3660,Monica,yellow,artistic,12.13,19.48,32
3661,3661,Monica,green,onion,17.35,15.25,40
3662,3662,Monica,blue,artistic,8.34,16.81,39
3663,3663,Monica,green,long,12.65,27.19,31
3664,3664,Pietro,green,long,12.67,28.82,22
3665,3665,Monica,green,onion,22.83,16.78,30
3666,3666,Monica,blue,artistic,17.18,25.95,9
3667,3667,Monica,green,artistic,6.99,19.82,8
3668,3668,Romeo,green,long,10.93,27.94,12
3669,3669,Monica,green,onion,24.77,13.92,17
3670,3670,Pietro,green,long,11.19,29.89,59
3671,3671,Monica,blue,premium,13.93,22.54,3
3672,3672,Monica,green,premium,13.42,21.19,34
3673,3673,Monica,green,onion,18.98,15.9,25
3674,3674,Pietro,green,long,13.91,28.25,16
3675,3675,Pietro,green,long,11.24,34.0,6
3676,3676,Pietro,green,long,12.25,33.94,33
3677,3677,Pietro,green,long,11.5,30.12,13
3678,3678,Monica,green,long,11.11,31.0,35
3679,3679,Pietro,green,long,11.73,25.65,59
3680,3680,Monica,green,premium,13.95,22.15,52
3681,3681,Pietro,blue,long,11.59,27.28,37
3682,3682,Pietro,green,long,11.88,29.51,27
3683,3683,Monica,green,artistic,10.75,13.3,51
3684,3684,Pietro,green,premium,14.66,21.77,58
3685,3685,Pietro,green,long,12.49,30.85,55
3686,3686,Romeo,green,long,11.24,33.61,55
3687,3687,Romeo,green,premium,13.66,22.23,50
3688,3688,Monica,blue,long,13.83,31.52,16
3689,3689,Pietro,green,long,11.7,30.7,24
3690,3690,Monica,green,long,12.37,30.47,29
3691,3691,Monica,green,premium,14.07,23.61,37
3692,3692,Pietro,green,long,10.66,27.3,21
3693,3693,Pietro,yellow,onion,21.66,14.93,37
3694,3694,Monica,green,artistic,2.18,25.79,44
3695,3695,Monica,green,premium,13.82,21.84,7
3696,3696,Monica,blue,artistic,15.5,14.07,32
3697,3697,Pietro,yellow,long,13.48,25.53,2
3698,3698,Pietro,green,long,10.87,34.39,43
3699,3699,Pietro,green,onion,20.36,12.75,10
3700,3700,Monica,green,onion,20.32,14.97,36
3701,3701,Romeo,green,artistic,12.14,26.34,7
3702,3702,Romeo,green,premium,13.53,21.62,42
3703,3703,Monica,green,artistic,9.71,14.2,38
3704,3704,Monica,green,long,13.19,28.36,6
3705,3705,Romeo,blue,onion,19.32,18.22,9
3706,3706,Pietro,green,long,13.61,36.1,22
3707,3707,Pietro,green,long,11.68,27.54,29
3708,3708,Pietro,green,long,11.43,29.38,4
3709,3709,Monica,green,long,13.29,30.85,45
3710,3710,Pietro,yellow,long,11.84,28.83,5
3711,3711,Romeo,green,premium,14.0,21.69,38
3712,3712,Pietro,green,long,10.93,30.82,4
3713,3713,Pietro,green,long,11.98,27.6,54
3714,3714,Monica,green,onion,19.59,13.08,21
3715,3715,Romeo,blue,artistic,13.21,19.79,42
3716,3716,Romeo,green,premium,14.07,21.7,11
3717,3717,Pietro,green,long,11.42,28.55,29
3718,3718,Pietro,green,long,11.67,24.02,30
3719,3719,Monica,blue,long,13.11,27.78,39
3720,3720,Monica,green,premium,14.0,21.83,41
3721,3721,Monica,green,long,12.05,33.87,38
3722,3722,Pietro,green,onion,20.27,12.84,39
3723,3723,Monica,green,onion,19.96,13.43,9
3724,3724,Monica,green,long,12.41,30.97,26
3725,3725,Monica,green,long,11.49,24.74,52
3726,3726,Pietro,blue,onion,19.61,18.08,34
3727,3727,Pietro,green,long,11.42,30.34,56
3728,3728,Romeo,green,long,12.31,21.62,35
3729,3729,Pietro,green,long,12.22,32.19,5
3730,3730,Pietro,blue,long,12.92,27.82,53
3731,3731,Pietro,green,long,10.94,30.89,29
3732,3732,Pietro,green,long,11.61,33.33,31
3733,3733,Pietro,green,long,12.97,28.92,57
3734,3734,Pietro,green,long,11.56,31.7,1
3735,3735,Pietro,green,long,11.89,27.27,11
3736,3736,Romeo,green,premium,13.97,22.18,48
3737,3737,Pietro,green,onion,21.52,13.92,8
3738,3738,Pietro,yellow,onion,20.38,14.13,33
3739,3739,Monica,green,onion,20.23,13.66,43
3740,3740,Pietro,blue,long,13.26,29.43,9
3741,3741,Romeo,green,premium,14.28,22.08,29
3742,3742,Pietro,green,long,11.96,28.36,40
3743,3743,Romeo,green,premium,13.51,21.36,13
3744,3744,Romeo,blue,long,12.56,35.56,1
3745,3745,Romeo,green,premium,14.2,21.57,10
3746,3746,Pietro,green,onion,19.45,12.25,21
3747,3747,Pietro,blue,long,9.45,36.89,4
3748,3748,Monica,green,artistic,15.09,17.22,19
3749,3749,Pietro,blue,onion,18.08,19.98,22
3750,3750,Romeo,blue,premium,13.31,22.66,20
3751,3751,Pietro,green,long,11.55,26.93,2
3752,3752,Monica,green,onion,19.36,17.93,22
3753,3753,Romeo,yellow,artistic,8.9,27.67,15
3754,3754,Romeo,green,onion,19.6,18.08,49
3755,3755,Romeo,yellow,premium,14.46,22.84,28
3756,3756,Monica,green,artistic,23.75,21.58,22
3757,3757,Pietro,green,long,12.81,31.32,40
3758,3758,Monica,green,artistic,16.43,22.48,16
3759,3759,Romeo,blue,premium,13.96,22.67,42
3760,3760,Romeo,blue,premium,12.5,21.54,24
3761,3761,Pietro,green,long,12.91,27.32,9
3762,3762,Pietro,blue,long,13.96,29.66,16
3763,3763,Romeo,blue,onion,19.73,15.93,21
3764,3764,Monica,green,long,11.91,26.44,23
3765,3765,Pietro,green,long,10.85,29.85,27
3766,3766,Monica,green,premium,13.74,22.04,8
3767,3767,Romeo,blue,long,12.72,31.01,44
3768,3768,Pietro,green,long,12.56,30.75,47
3769,3769,Monica,green,onion,20.76,13.35,34
3770,3770,Pietro,green,long,12.39,27.15,29
3771,3771,Pietro,green,onion,19.3,17.14,57
3772,3772,Pietro,green,long,12.63,29.93,55
3773,3773,Monica,blue,premium,14.84,21.15,49
3774,3774,Monica,green,artistic,13.25,25.53,29
3775,3775,Romeo,green,long,11.11,25.64,55
3776,3776,Pietro,blue,long,11.25,33.02,42
3777,3777,Pietro,green,long,13.03,30.96,48
3778,3778,Romeo,green,premium,14.66,22.1,10
3779,3779,Romeo,blue,artistic,14.74,21.66,21
3780,3780,Pietro,yellow,long,12.89,33.01,22
3781,3781,Monica,yellow,long,13.76,31.42,23
3782,3782,Romeo,green,artistic,9.07,23.25,32
3783,3783,Romeo,green,premium,14.81,22.08,0
3784,3784,Pietro,green,long,12.2,25.55,20
3785,3785,Pietro,green,long,11.63,34.08,17
3786,3786,Pietro,blue,long,12.3,29.93,19
3787,3787,Pietro,yellow,long,11.43,28.98,4
3788,3788,Romeo,green,long,10.57,28.07,14
3789,3789,Monica,blue,artistic,23.38,16.34,40
3790,3790,Monica,green,premium,14.45,23.18,58
3791,3791,Pietro,green,long,12.08,28.39,30
3792,3792,Pietro,green,long,13.32,28.29,6
3793,3793,Pietro,blue,premium,13.11,22.28,31
3794,3794,Romeo,green,premium,14.13,21.48,33
3795,3795,Monica,blue,premium,14.23,21.92,31
3796,3796,Monica,green,long,12.72,27.45,31
3797,3797,Pietro,green,long,11.54,36.11,11
3798,3798,Pietro,green,onion,17.6,14.92,54
3799,3799,Pietro,blue,long,11.02,32.02,23
3800,3800,Pietro,green,onion,19.31,15.27,19
3801,3801,Pietro,green,long,11.27,34.21,49
3802,3802,Monica,blue,artistic,12.89,18.75,4
3803,3803,Romeo,green,premium,13.06,22.19,53
3804,3804,Romeo,green,premium,14.09,21.79,18
3805,3805,Romeo,blue,premium,14.48,21.3,20
3806,3806,Pietro,green,long,11.94,32.15,21
3807,3807,Pietro,blue,long,12.53,27.62,39
3808,3808,Pietro,green,long,10.95,27.03,37
3809,3809,Pietro,green,long,12.16,31.65,8
3810,3810,Monica,blue,long,10.92,31.86,28
3811,3811,Monica,yellow,premium,14.6,22.18,12
3812,3812,Pietro,green,long,12.59,30.34,51
3813,3813,Monica,green,artistic,3.79,19.42,27
3814,3814,Pietro,green,onion,22.69,18.32,42
3815,3815,Monica,blue,artistic,10.96,28.59,17
3816,3816,Monica,blue,onion,20.29,18.11,11
3817,3817,Pietro,yellow,long,10.35,27.02,56
3818,3818,Pietro,green,long,11.39,30.04,25
3819,3819,Pietro,blue,long,12.93,28.14,16
3820,3820,Romeo,blue,premium,13.79,21.73,11
3821,3821,Romeo,green,premium,14.45,22.23,42
3822,3822,Romeo,green,long,11.19,37.01,7
3823,3823,Pietro,yellow,premium,14.55,22.42,37
3824,3824,Monica,green,premium,13.56,22.2,26
3825,3825,Monica,green,artistic,8.12,20.8,42
3826,3826,Pietro,green,long,9.78,31.32,14
3827,3827,Pietro,green,long,11.65,30.85,11
3828,3828,Pietro,green,long,12.36,29.04,16
3829,3829,Pietro,yellow,long,13.17,27.11,17
3830,3830,Monica,green,artistic,9.09,18.8,41
3831,3831,Romeo,yellow,long,11.72,25.81,57
3832,3832,Monica,green,artistic,10.77,11.99,40
3833,3833,Romeo,green,premium,14.58,22.71,12
3834,3834,Pietro,green,long,11.72,32.54,47
3835,3835,Pietro,green,long,12.41,27.71,25
3836,3836,Monica,green,onion,20.28,13.18,52
3837,3837,Pietro,green,onion,18.71,16.32,48
3838,3838,Pietro,blue,onion,19.83,16.19,5
3839,3839,Monica,green,long,12.67,33.55,42
3840,3840,Pietro,green,long,13.28,32.16,50
3841,3841,Pietro,green,onion,19.81,15.29,8
3842,3842,Romeo,green,long,13.91,28.97,26
3843,3843,Monica,blue,onion,21.03,14.55,36
3844,3844,Pietro,green,long,14.13,25.09,51
3845,3845,Pietro,green,long,14.58,27.53,6
3846,3846,Pietro,green,long,13.47,30.27,42
3847,3847,Monica,green,artistic,8.81,15.97,53
3848,3848,Romeo,green,long,11.64,28.78,50
3849,3849,Monica,green,premium,14.54,22.38,20
3850,3850,Pietro,green,long,12.17,32.59,44
3851,3851,Pietro,yellow,long,10.21,30.09,46
3852,3852,Monica,blue,premium,13.24,21.96,6
3853,3853,Monica,green,artistic,15.61,19.83,57
3854,3854,Romeo,green,artistic,4.75,13.36,38
3855,3855,Monica,blue,onion,18.51,14.45,57
3856,3856,Monica,green,premium,13.85,21.71,39
3857,3857,Romeo,green,premium,13.0,22.58,2
3858,3858,Monica,green,premium,13.79,21.2,33
3859,3859,Monica,blue,artistic,6.18,19.2,13
3860,3860,Romeo,green,artistic,14.22,21.49,33
3861,3861,Romeo,green,long,12.99,29.41,24
3862,3862,Pietro,yellow,long,12.9,27.68,44
3863,3863,Romeo,green,long,13.77,31.42,19
3864,3864,Monica,green,premium,13.61,22.73,44
3865,3865,Romeo,yellow,long,11.89,29.4,47
3866,3866,Monica,green,artistic,14.92,16.54,10
3867,3867,Romeo,green,long,12.62,26.34,37
3868,3868,Pietro,blue,long,12.8,25.14,59
3869,3869,Romeo,green,artistic,15.4,10.27,43
3870,3870,Romeo,green,premium,14.58,22.22,54
3871,3871,Romeo,green,artistic,11.42,13.84,34
3872,3872,Pietro,yellow,long,12.11,27.81,3
3873,3873,Monica,green,long,11.91,30.9,54
3874,3874,Romeo,yellow,premium,14.06,21.96,49
3875,3875,Pietro,green,onion,23.17,11.91,58
3876,3876,Monica,green,long,12.75,27.96,49
3877,3877,Pietro,blue,long,12.08,31.03,25
3878,3878,Pietro,yellow,long,12.17,30.69,16
3879,3879,Monica,green,onion,17.64,14.51,19
3880,3880,Pietro,yellow,long,12.12,33.7,41
3881,3881,Pietro,green,long,12.17,34.14,0
3882,3882,Monica,blue,long,12.74,37.1,4
3883,3883,Pietro,green,premium,13.67,22.14,36
3884,3884,Pietro,green,long,13.06,31.05,16
3885,3885,Pietro,green,long,12.41,31.12,27
3886,3886,Monica,green,artistic,10.0,19.1,47
3887,3887,Pietro,blue,long,11.64,30.02,12
3888,3888,Pietro,blue,long,12.09,30.1,25
3889,3889,Monica,green,artistic,14.87,21.5,42
3890,3890,Pietro,green,premium,13.86,23.23,43
3891,3891,Pietro,blue,long,10.66,29.0,24
3892,3892,Monica,green,premium,14.0,20.64,24
3893,3893,Pietro,green,long,12.54,24.09,38
3894,3894,Pietro,green,long,10.84,27.76,47
3895,3895,Romeo,yellow,artistic,12.74,25.38,12
3896,3896,Pietro,green,long,12.49,33.13,40
3897,3897,Romeo,green,premium,13.4,22.0,26
3898,3898,Monica,green,onion,20.68,11.45,2
3899,3899,Pietro,green,long,13.06,25.17,32
3900,3900,Monica,green,artistic,9.02,17.42,23
3901,3901,Romeo,green,artistic,7.95,18.28,37
3902,3902,Pietro,green,long,12.75,31.82,53
3903,3903,Pietro,green,onion,20.56,13.03,34
3904,3904,Monica,green,onion,20.13,16.42,26
3905,3905,Romeo,green,long,10.96,28.61,22
3906,3906,Romeo,green,long,12.22,37.44,21
3907,3907,Romeo,green,onion,20.2,16.48,42
3908,3908,Monica,green,onion,18.31,13.71,20
3909,3909,Pietro,green,long,11.59,31.78,49
3910,3910,Pietro,green,long,11.44,31.1,19
3911,3911,Pietro,yellow,onion,21.0,14.27,47
3912,3912,Romeo,green,premium,13.79,22.13,44
3913,3913,Monica,green,onion,19.15,13.98,14
3914,3914,Monica,green,onion,17.77,16.54,48
3915,3915,Romeo,green,premium,14.31,22.43,12
3916,3916,Pietro,yellow,premium,14.4,22.07,28
3917,3917,Romeo,green,premium,13.19,22.22,41
3918,3918,Romeo,green,long,12.89,26.74,25
3919,3919,Pietro,yellow,onion,22.59,15.01,36
3920,3920,Romeo,green,onion,23.24,19.79,24
3921,3921,Pietro,green,long,11.51,35.52,19
3922,3922,Romeo,green,premium,14.46,20.98,39
3923,3923,Pietro,blue,long,11.76,34.86,26
3924,3924,Romeo,green,premium,13.77,21.93,14
3925,3925,Romeo,green,long,12.79,25.96,4
3926,3926,Romeo,green,long,11.35,28.63,8
3927,3927,Pietro,green,onion,16.49,13.58,30
3928,3928,Pietro,green,onion,19.33,14.9,0
3929,3929,Pietro,green,long,11.7,31.02,22
3930,3930,Pietro,green,long,11.87,27.93,2
3931,3931,Romeo,green,long,10.53,30.44,45
3932,3932,Monica,green,artistic,9.54,22.1,33
3933,3933,Monica,green,artistic,8.82,14.33,47
3934,3934,Pietro,green,long,12.25,30.05,28
3935,3935,Pietro,green,long,12.74,27.76,10
3936,3936,Pietro,green,long,12.7,28.52,58
3937,3937,Monica,green,long,11.2,29.81,3
3938,3938,Pietro,green,long,11.27,32.32,32
3939,3939,Romeo,green,premium,15.04,22.2,3
3940,3940,Monica,green,onion,16.55,14.08,10
3941,3941,Monica,green,artistic,10.19,21.37,13
3942,3942,Pietro,green,long,11.9,21.58,43
3943,3943,Monica,green,onion,17.13,15.86,12
3944,3944,Romeo,green,long,14.5,31.13,1
3945,3945,Monica,green,artistic,14.6,27.23,25
3946,3946,Pietro,green,long,12.27,31.41,9
3947,3947,Pietro,green,onion,19.04,16.37,17
3948,3948,Monica,green,onion,20.84,14.02,23
3949,3949,Romeo,green,artistic,15.87,25.42,38
3950,3950,Pietro,green,long,13.18,26.37,19
3951,3951,Pietro,blue,long,12.49,34.44,33
3952,3952,Pietro,blue,long,10.93,27.75,47
3953,3953,Monica,green,premium,13.94,21.53,4
3954,3954,Monica,yellow,onion,19.76,16.25,36
3955,3955,Romeo,green,premium,13.03,23.46,49
3956,3956,Pietro,green,long,12.18,31.5,49
3957,3957,Romeo,green,long,12.78,26.03,21
3958,3958,Romeo,green,long,11.65,27.73,52
3959,3959,Pietro,green,long,13.31,32.81,13
3960,3960,Romeo,yellow,premium,14.13,22.07,19
3961,3961,Romeo,blue,premium,14.28,22.69,49
3962,3962,Pietro,green,long,11.33,27.15,42
